request_title,category,subcategory,urgency_level,priority_label,estimated_people_affected,location_city,location_state,deadline_hours,required_skills,required_items,volunteers_needed,is_medical_emergency,is_disaster_related,transport_required,contact_preference,task_type,effort_level,min_experience_level,shift_type,need_type,family_count,children_involved,elderly_involved,request_description
Childcare Support – Coimbatore,childcare,childcare_support,medium,Medium,50,Coimbatore,Tamil Nadu,48,teaching|counseling,,5,0,0,0,whatsapp,childcare_support,medium,beginner,any,childcare_support,0,1,0,Childcare support needed at relief camp in Coimbatore for 50 children while parents work. Situation is within 48 hours.
Animal Welfare Help – Chennai,animal_welfare,shelter_support,low,Low,0,Chennai,Tamil Nadu,72,,,200,0,0,0,email,shelter_support,medium,beginner,any,shelter_support,0,0,0,Animal shelter in Chennai needs 200 volunteers for feeding and care
Disaster Relief Support – Mumbai,disaster_relief,earthquake_relief,critical,Critical,200,Mumbai,Maharashtra,24,,food|medicine|first_aid,0,1,1,1,whatsapp,earthquake_relief,medium,beginner,any,earthquake_relief,0,0,0,Earthquake relief camp in Mumbai. 200 survivors need medical aid and food within 24 hours
Shelter Support – Chennai,shelter,temporary_shelter,high,High,200,Chennai,Tamil Nadu,48,,tarpaulin|blankets,10,0,1,0,email,temporary_shelter,medium,beginner,any,temporary_shelter,50,0,0,Need to set up temporary shelter for 50 displaced families in Chennai. Volunteers needed urgently
Education Volunteer Request – Delhi,education,supplies_distribution,low,Low,30,Delhi,Delhi,72,,school_supplies|books,2,0,0,0,whatsapp,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 30 children in Delhi. Need 2 volunteers
Logistics Volunteer Need – Kochi,logistics,relief_transport,high,High,0,Kochi,Kerala,6,driving|logistics,,50,0,0,1,phone,relief_transport,medium,beginner,any,relief_transport,0,0,0,Relief materials stuck at warehouse in Kochi. Need 50 transport volunteers with vehicles within 6 hours
Disaster Relief Support – Guwahati,disaster_relief,cyclone_relief,critical,Critical,80,Guwahati,Assam,4,,food|shelter|blankets,0,0,1,1,phone,cyclone_relief,medium,beginner,any,cyclone_relief,20,0,0,Cyclone affected 20 families in Guwahati need immediate shelter and food. Urgent help needed in 4 hours
Childcare Support – Kochi,childcare,childcare_support,medium,Medium,30,Kochi,Kerala,48,teaching|counseling,,3,0,0,0,phone,childcare_support,medium,beginner,any,childcare_support,0,1,0,Childcare support needed at relief camp in Kochi for 30 children while parents work
Education Volunteer Request – Indore,education,supplies_distribution,low,Low,50,Indore,Madhya Pradesh,72,,school_supplies|books,2,0,0,0,phone,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 50 children in Indore. Need 2 volunteers
Mental Health Support – Pune,mental_health,trauma_counseling,high,High,30,Pune,Maharashtra,72,counseling,,0,0,1,0,whatsapp,trauma_counseling,medium,experienced,any,trauma_counseling,0,0,0,Trauma counseling needed for 30 disaster survivors in Pune. Need certified counselors. Situation is within 12 hours.
Fundraising Drive – Chennai,fundraising,donation_drive,medium,Medium,0,Chennai,Tamil Nadu,72,logistics,,20,0,0,0,whatsapp,donation_drive,medium,beginner,any,donation_drive,0,0,0,Fundraising drive for flood victims in Chennai. Need 20 volunteers for door-to-door campaign. Situation is tomorrow.
Disaster Relief Support – Bhopal,disaster_relief,rescue_operation,critical,Critical,150,Bhopal,Madhya Pradesh,12,rescue|driving,,0,0,1,1,whatsapp,rescue_operation,medium,beginner,any,rescue_operation,0,0,0,Landslide in Bhopal has displaced 150 people. Need rescue and relief within 12 hours
Women Safety Support – Kochi,women_safety,shelter_support,high,High,100,Kochi,Kerala,8,counseling,,0,0,0,0,phone,shelter_support,medium,beginner,any,shelter,0,1,0,Safe shelter needed for 100 women and children in Kochi escaping domestic violence
Water & Sanitation Help – Indore,water_sanitation,water_distribution,high,High,5000,Indore,Madhya Pradesh,4,,water_cans,100,0,0,1,phone,water_distribution,medium,beginner,any,water_distribution,0,0,0,Water shortage in Indore. Need 100 volunteers for water distribution to 5000 people
Education Volunteer Request – Delhi,education,tutoring,low,Low,0,Delhi,Delhi,168,teaching,,75,0,0,0,email,tutoring,medium,regular,any,tutoring,0,1,0,Need 75 volunteer teachers for free coaching classes for underprivileged children in Delhi
Shelter Support – Kochi,shelter,winter_relief,medium,Medium,30,Kochi,Kerala,48,,blankets|warm_clothing,0,0,0,0,email,winter_relief,medium,beginner,any,winter_relief,0,0,0,Winter clothing and blankets needed for 30 homeless people in Kochi
Women Safety Support – Pune,women_safety,shelter_support,high,High,20,Pune,Maharashtra,72,counseling,,0,0,0,0,email,shelter_support,medium,beginner,any,shelter,0,1,0,Safe shelter needed for 20 women and children in Pune escaping domestic violence
Logistics Volunteer Need – Patna,logistics,medicine_delivery,high,High,0,Patna,Bihar,8,driving|logistics,,100,1,0,1,email,medicine_delivery,medium,beginner,evening,medicine_delivery,0,0,0,Need 100 volunteers with bikes to deliver medicine in Patna tonight. Situation is within 12 hours.
Shelter Support – Jaipur,shelter,winter_relief,medium,Medium,200,Jaipur,Rajasthan,48,,blankets|warm_clothing,0,0,0,0,whatsapp,winter_relief,medium,beginner,any,winter_relief,0,0,0,Winter clothing and blankets needed for 200 homeless people in Jaipur
Medical Assistance Request – Ahmedabad,medical,vaccination_drive,medium,Medium,0,Ahmedabad,Gujarat,48,medical|logistics,,20,0,0,0,phone,vaccination_drive,medium,beginner,any,vaccination_drive,0,0,0,Need 20 volunteers to assist in COVID vaccination drive in Ahmedabad
Mental Health Support – Guwahati,mental_health,trauma_counseling,high,High,100,Guwahati,Assam,4,counseling,,0,0,1,0,email,trauma_counseling,medium,experienced,any,trauma_counseling,0,0,0,Trauma counseling needed for 100 disaster survivors in Guwahati. Need certified counselors. Situation is ASAP.
Disaster Relief Support – Kochi,disaster_relief,earthquake_relief,critical,Critical,150,Kochi,Kerala,72,,food|medicine|first_aid,0,1,1,1,email,earthquake_relief,medium,beginner,any,earthquake_relief,0,0,0,Earthquake relief camp in Kochi. 150 survivors need medical aid and food within 72 hours
Disaster Relief Support – Ahmedabad,disaster_relief,earthquake_relief,critical,Critical,20,Ahmedabad,Gujarat,8,,food|medicine|first_aid,0,1,1,1,email,earthquake_relief,medium,beginner,any,earthquake_relief,0,0,0,Earthquake relief camp in Ahmedabad. 20 survivors need medical aid and food within 8 hours
Medical Assistance Request – Kochi,medical,blood_donation,critical,Critical,0,Kochi,Kerala,6,,blood_donation,150,1,0,0,email,blood_donation,medium,beginner,any,blood_donation,0,0,0,Need 150 blood donors urgently in Kochi. Patient in critical condition
Logistics Volunteer Need – Nashik,logistics,medicine_delivery,high,High,30,Nashik,Maharashtra,72,driving|logistics,medicine,0,1,0,1,email,medicine_delivery,medium,beginner,any,medicine_delivery,0,0,1,Medicine delivery needed for 30 elderly patients in Nashik within 72 hours. Bike riders needed. Situation is today.
Logistics Volunteer Need – Guwahati,logistics,relief_transport,high,High,0,Guwahati,Assam,48,driving|logistics,,20,0,0,1,whatsapp,relief_transport,medium,beginner,any,relief_transport,0,0,0,Relief materials stuck at warehouse in Guwahati. Need 20 transport volunteers with vehicles within 48 hours. Situation is tonight.
Mental Health Support – Nagpur,mental_health,awareness_camp,low,Low,0,Nagpur,Maharashtra,72,counseling|teaching,,30,0,0,0,phone,awareness_camp,medium,beginner,weekend,awareness_camp,0,0,0,Mental health awareness camp in Nagpur needs 30 volunteer counselors this weekend
Disaster Relief Support – Ahmedabad,disaster_relief,flood_relief,critical,Critical,20,Ahmedabad,Gujarat,8,,food|blankets,0,0,1,1,email,flood_relief,medium,beginner,any,disaster_relief,0,0,0,"Flood relief needed for 20 people in Ahmedabad, need food and blankets urgently within 8 hours. Situation is emergency."
Medical Assistance Request – Bengaluru,medical,vaccination_drive,medium,Medium,0,Bengaluru,Karnataka,48,medical|logistics,,200,0,0,0,phone,vaccination_drive,medium,beginner,any,vaccination_drive,0,0,0,Need 200 volunteers to assist in COVID vaccination drive in Bengaluru
Disaster Relief Support – Nagpur,disaster_relief,flood_relief,critical,Critical,20,Nagpur,Maharashtra,6,,food|blankets,0,0,1,1,phone,flood_relief,medium,beginner,any,disaster_relief,0,0,0,"Flood relief needed for 20 people in Nagpur, need food and blankets urgently within 6 hours"
Medical Assistance Request – Coimbatore,medical,emergency_medical,critical,Critical,50,Coimbatore,Tamil Nadu,48,medical,,10,1,0,0,phone,emergency_medical,medium,beginner,any,emergency_medical,0,0,0,Medical emergency in Coimbatore. 50 patients need immediate attention. Doctors and nurses required within 48 hours
Disaster Relief Support – Visakhapatnam,disaster_relief,flood_relief,critical,Critical,30,Visakhapatnam,Andhra Pradesh,72,,food|blankets,0,0,1,1,whatsapp,flood_relief,medium,beginner,any,disaster_relief,0,0,0,"Flood relief needed for 30 people in Visakhapatnam, need food and blankets urgently within 72 hours. Situation is critical."
Disaster Relief Support – Indore,disaster_relief,earthquake_relief,critical,Critical,200,Indore,Madhya Pradesh,24,,food|medicine|first_aid,0,1,1,1,email,earthquake_relief,medium,beginner,any,earthquake_relief,0,0,0,Earthquake relief camp in Indore. 200 survivors need medical aid and food within 24 hours
Shelter Support – Bengaluru,shelter,winter_relief,medium,Medium,75,Bengaluru,Karnataka,48,,blankets|warm_clothing,0,0,0,0,phone,winter_relief,medium,beginner,any,winter_relief,0,0,0,Winter clothing and blankets needed for 75 homeless people in Bengaluru
Logistics Volunteer Need – Guwahati,logistics,patient_transport,high,High,0,Guwahati,Assam,12,driving,,75,1,0,1,phone,patient_transport,medium,beginner,any,patient_transport,0,0,1,Need 75 car/van volunteers to transport elderly people to hospital in Guwahati
Education Volunteer Request – Kolkata,education,supplies_distribution,low,Low,150,Kolkata,West Bengal,72,,school_supplies|books,5,0,0,0,phone,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 150 children in Kolkata. Need 5 volunteers
Animal Welfare Help – Jaipur,animal_welfare,shelter_support,low,Low,0,Jaipur,Rajasthan,72,,,150,0,0,0,phone,shelter_support,medium,beginner,any,shelter_support,0,0,0,Animal shelter in Jaipur needs 150 volunteers for feeding and care
Shelter Support – Jaipur,shelter,winter_relief,medium,Medium,20,Jaipur,Rajasthan,48,,blankets|warm_clothing,0,0,0,0,phone,winter_relief,medium,beginner,any,winter_relief,0,0,0,Winter clothing and blankets needed for 20 homeless people in Jaipur
Animal Welfare Help – Visakhapatnam,animal_welfare,animal_rescue,medium,Medium,0,Visakhapatnam,Andhra Pradesh,12,rescue|medical,,75,0,1,0,email,animal_rescue,medium,beginner,any,animal_rescue,0,0,0,Stray animals injured in floods in Visakhapatnam. Need 75 volunteers for rescue and care. Situation is soon.
Shelter Support – Surat,shelter,temporary_shelter,high,High,200,Surat,Gujarat,8,,tarpaulin|blankets,10,0,1,0,email,temporary_shelter,medium,beginner,any,temporary_shelter,50,0,0,Need to set up temporary shelter for 50 displaced families in Surat. Volunteers needed urgently
Cleanup Drive – Delhi,cleanup,disaster_cleanup,medium,Medium,0,Delhi,Delhi,8,cleanup|logistics,cleaning_supplies,100,0,1,0,email,disaster_cleanup,high,beginner,any,disaster_cleanup,0,0,0,Post-flood cleanup drive in Delhi. Need 100 volunteers with cleaning equipment. Situation is within 48 hours.
Food Distribution Need – Bengaluru,food_relief,community_kitchen,medium,Medium,0,Bengaluru,Karnataka,48,food_distribution,,50,0,0,0,whatsapp,community_kitchen,medium,beginner,any,community_kitchen,0,0,0,Community kitchen in Bengaluru needs 50 volunteers to cook meals for homeless people
Disaster Relief Support – Nagpur,disaster_relief,flood_relief,critical,Critical,75,Nagpur,Maharashtra,24,,food|blankets,0,0,1,1,whatsapp,flood_relief,medium,beginner,any,disaster_relief,0,0,0,"Flood relief needed for 75 people in Nagpur, need food and blankets urgently within 24 hours"
Food Distribution Need – Chennai,food_relief,nutrition_support,high,High,30,Chennai,Tamil Nadu,72,,nutrition_supplements|food,0,0,0,0,phone,nutrition_support,medium,beginner,any,nutrition_support,0,1,0,Urgent: 30 malnourished children in Chennai need food supplements and nutrition support. Situation is urgently.
Mental Health Support – Guwahati,mental_health,awareness_camp,low,Low,0,Guwahati,Assam,72,counseling|teaching,,75,0,0,0,phone,awareness_camp,medium,beginner,weekend,awareness_camp,0,0,0,Mental health awareness camp in Guwahati needs 75 volunteer counselors this weekend
Mental Health Support – Patna,mental_health,trauma_counseling,high,High,10,Patna,Bihar,4,counseling,,0,0,1,0,whatsapp,trauma_counseling,medium,experienced,any,trauma_counseling,0,0,0,Trauma counseling needed for 10 disaster survivors in Patna. Need certified counselors
Water & Sanitation Help – Kochi,water_sanitation,sanitation,high,High,0,Kochi,Kerala,6,cleanup,,150,0,1,0,phone,sanitation,medium,beginner,any,sanitation,0,0,0,Sanitation drive needed at flood relief camp in Kochi. 150 volunteers required immediately. Situation is today.
Cleanup Drive – Bengaluru,cleanup,community_cleanup,low,Low,0,Bengaluru,Karnataka,96,cleanup,,75,0,0,0,email,community_cleanup,medium,beginner,weekend,community_cleanup,0,0,0,Community cleanliness drive in Bengaluru this Sunday. Need 75 enthusiastic volunteers
Medical Assistance Request – Hyderabad,medical,vaccination_drive,medium,Medium,0,Hyderabad,Telangana,48,medical|logistics,,20,0,0,0,whatsapp,vaccination_drive,medium,beginner,any,vaccination_drive,0,0,0,Need 20 volunteers to assist in COVID vaccination drive in Hyderabad. Situation is soon.
Fundraising Drive – Coimbatore,fundraising,donation_drive,medium,Medium,0,Coimbatore,Tamil Nadu,72,logistics,,30,0,0,0,whatsapp,donation_drive,medium,beginner,any,donation_drive,0,0,0,Fundraising drive for flood victims in Coimbatore. Need 30 volunteers for door-to-door campaign. Situation is within 48 hours.
Childcare Support – Lucknow,childcare,childcare_support,medium,Medium,75,Lucknow,Uttar Pradesh,48,teaching|counseling,,7,0,0,0,phone,childcare_support,medium,beginner,any,childcare_support,0,1,0,Childcare support needed at relief camp in Lucknow for 75 children while parents work
Shelter Support – Nashik,shelter,temporary_shelter,high,High,300,Nashik,Maharashtra,12,,tarpaulin|blankets,15,0,1,0,phone,temporary_shelter,medium,beginner,any,temporary_shelter,75,0,0,Need to set up temporary shelter for 75 displaced families in Nashik. Volunteers needed urgently
Education Volunteer Request – Chennai,education,supplies_distribution,low,Low,150,Chennai,Tamil Nadu,72,,school_supplies|books,5,0,0,0,email,supplies_distribution,medium,beginner,any,supplies_distribution,0,1,0,Distributing school supplies to 150 children in Chennai. Need 5 volunteers
Food Distribution Need – Chennai,food_relief,food_distribution,high,High,0,Chennai,Tamil Nadu,24,food_distribution|logistics,,100,0,0,0,email,food_distribution,medium,beginner,morning,food_distribution,0,0,0,Need 100 volunteers for food distribution in Chennai tomorrow morning. Situation is within 12 hours.
Logistics Volunteer Need – Chennai,logistics,relief_transport,high,High,0,Chennai,Tamil Nadu,6,driving|logistics,,30,0,0,1,whatsapp,relief_transport,medium,beginner,any,relief_transport,0,0,0,Relief materials stuck at warehouse in Chennai. Need 30 transport volunteers with vehicles within 6 hours. Situation is tonight.
